,Description,Label
5754,rerun was successful after data fix,pos
5755,Job got failed due to process state failure. Then stream was closed and job has been marked as success.,neg
5756,rerun was successful,pos
5757,JOb was kept on hold as we didnt receive data on regular basis.,pos
5758,Duplicate issue. Job compelted on re-run,pos
5759,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
5760,Self-lock occured. Job was killed and completed by running the query manually.,neg
5761,Job executed successfully at back end.,pos
5762,Failed due to lock issue and the lock was released and the job was completed successfully.,neg
5763,"files are copied manually,rerun was sucessful.",pos
5764,The job was wrongly triggered from brj,pos
5765,Source file not available. Job re-run and completed once the file was available.,pos
5766,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
5767,reraun was successful,pos
5768,Unknown exeception occured. Re-run the job from brj.,pos
5769,Job executed successfully at back end.,pos
5770,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5771,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
5772,Self-lock occured. Job was killed and completed by running the query manually.,neg
5773,Source file not available. Job re-run and completed once the file was available.,pos
5774,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,neg
5775,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
5776,The jobs completed in TODS console but failed in brj.This is due to brj issue.,neg
5777,"job failed due to server restart, has been reprocessed",neg
5778,"brj issue , on rerun the job completed successfully.",pos
5779,Batch Cancelled.,neg
5780,"brj issue , on rerun the job completed successfully.",pos
5781,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5782,Job was not triggering from brj. Manually executed the job from back end.,pos
5783,"
Source issue and job re-run once the issue was resolved.",pos
5784,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
5785,On re-run job completed successfully.,pos
5786,Job executed successfully at back end.,pos
5787,"Self-lock occured. Job was killed and completed by running the query manually.
",neg
5788,Job executed successfully at back end.,pos
5789,Job executed successfully at back end.,pos
5790,Job got failed due to duplicate issue. Then issue was fixed and job was re-started,neg
5791,The job abended due to NULL value issues. The issue was fixed and the job was restarted and completed successfully.,pos
5792,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5793,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5794,Failed due to Named piped error. Release the mlock and the job was successful on re-run.,neg
5795,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,neg
5796,rerun was successful,pos
5797,"issue with extraction, liaising with TD and TODS team",pos
5798,The job abended due to NULL value issues. The issue was fixed and the job was restarted and completed successfully.,pos
5799,The job abended due to the less db space in EDWPRDT_TMP. Housekeeping has been done and the job was restarted and it completed successfully.,pos
5800,"scheduler issue, job has been reprocessed",pos
5801,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
5802,Self-lock occured. Job was killed and completed by running the query manually.,neg
5803,"Lock issue , tbload release was success.",pos
5804,self lock issue,pos
5805,Jobs are kept on hold due to file unavailability.,pos
5806,job has been reun and completed successfully.,pos
5807,"On re-run job completed successfully.
",pos
5808,"source file unavailaibilty, liaising with source team",pos
5809,Job got failed due to tbload issue,neg
5810,"On re-run job completed successfully.
",pos
5811,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
5812,Failed due to source file unavailability.,neg
5813,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
5814,Source file not available. Job re-run and completed once the file was available.,pos
5815,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5816,"Job was not triggering from brj.

Job executed successfully at back end.",pos
5817,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
5818,Failed due to connectivity issue and on re-running job got completed successfully.,neg
5819,"tbload issue, job has been rerun",pos
5820,tdata tbload issue. Job re-run successfully after tbload release.,pos
5821,The job abended due to login time out issue. The job was restarted and completed successfully.,pos
5822,Source issue and job re-run once the issue was resolved.,pos
5823,Self-lock occured. Job was killed and completed by running the query manually.,neg
5824,Job completed successfully at back end.,pos
5825,job has been reprocessed after data fix,pos
5826,Failed due to named piped error and released tbload and the job got successful on re-run.,neg
5827,Job completed successfully on re-run.,pos
5828,The job abended due to the session lock in the TODS server. The Job was restarted manually pointing to another server and it completed successfully.,pos
5829,The job was on hold as the source data was not received.,pos
5830,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
5831,Failed due to named piped error and released tbload and the job got successful on re-run.,neg
5832,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5833,Job failed due to connection issue. On re-run the job was completed successfully.,neg
5834,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5835,Job executed successfully at back end.,pos
5836,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
5837,Jobs are kept on hold due to file unavailability.,pos
5838,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,neg
5839,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully",neg
5840,will be run after along with today's batch,pos
5841,"Duplicates in staging table , deleted the records , the job completed successfully.",pos
5842,Named-pipe error. tbload was released and job re-run successfully.,pos
5843,Job got failed due to TODS and scheduler connectivity issue.,neg
5844,Wrongly triggered.,pos
5845,Job got failed due to process state failure. The issue was fixed and job was restarted,neg
5846,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
5847,CRM Source was not available. Later after re-running the job completed successfully.,pos
5848,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
5849,"Lock issue , tbload release was success.",pos
5850,"Due to brj issue, the job was executed in backend.",pos
5851,Job got failed beacuse of stats issue and it was corrected manually.,neg
5852,The job abended due to connection time out error. We have restarted the job once the load in TD box has been reduced.,neg
5853,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
5854,The job is on held as we are providing fix for the address matching process.,pos
5855,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
5856,Job was cancelled.,neg
5857,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
5858,The job abended due to the tbload issue. The issue was not fixed hence the batch was cancelled for the day.,neg
5859,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
",neg
5860,THe job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
5861,MDL was slowly progressing due to parallel run with daily batches. Hence MDL has been killed and cancelled for the day.,neg
5862,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
5863,"source file issue, liainsg with source team",pos
5864,Job executed successfully at back end.,pos
5865,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5866,Source issue and job re-run once the issue was resolved.,pos
5867,"self lock occurred , completed the batch by running the script",pos
5868,Failed due to TODS connectivity issue ,neg
5869,"duplicate issue , completed the job by updating the values and restarted the job",pos
5870,Job got failed due to file unavailability.,neg
5871,Job was cancelled.,neg
5872,Source issue and job re-run once the issue was resolved.,pos
5873,"spool space issue, job has been reprocessed",pos
5874,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5875,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
5876,On re-run job completed successfully,pos
5877,source connection issue.This has been resolved by the source team and the job completed successfully  after re-run.,pos
5878,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.,pos
5879,BW issue. Job completed once by running manually.,pos
5880,"Time out issue , on rerun the job completed successfully.",pos
5881,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
5882,"tbload issue, job has been rerun",pos
5883,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5884,source file issue,pos
5885,The job abended due to brj environment issue. The job was restarted after some time and it completed successfully.,pos
5886,BI Batch started by 4:15 am. No Issues.,neg
5887,job has been rerun after data fix.,pos
5888,On re-run job completed successfully.,pos
5889,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5890,Oracle DB connectivity issue. Job completed successfully after re-run at back end.,pos
5891,job has been reprocessed after data fix,pos
5892,Job was completed successfully on re-run.,pos
5893,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
5894,Self-lock occured. Job was killed and completed by running the query manually.,neg
5895,self lock completed the job by running the script,pos
5896,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5897,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
5898,JOb got failed due to tbload issue. Then issus was fixed and job was re-started.,neg
5899,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
5900,Source file issue and the job had to be put on HOLD.,pos
5901,Job got failed due to process state failure. Then issue was fixed and job was re-started.,neg
5902,On re-run job completed successfully.,pos
5903,"source file issue, liasing with source team",pos
5904,files are moved manaully,pos
5905,rerun was sucessful after data fix,pos
5906,The job abended due to the duplicate issues. The issue was fixed and the job was restarted and completed successfully.,pos
5907,The job abended due to the server session issue. The job was restarted in another instance and it completed successfully.,pos
5908,Job was killed as it was longrunning.,neg
5909,On re-run job completed successfully.,pos
5910,Failed due to named piped error and released tbload and the job got successful on re-run.,neg
5911,source file issue,pos
5912,job has been rerun ,pos
5913,On re-run job completed successfully.,pos
5914,On re-run job completed successfully.,pos
5915,JOb got failed due to tbload issue. Then issus was fixed and job was re-started.,neg
5916,"House keeping in progress, we are closing this incident as the low space alert has been addressed.",pos
5917,"source file not available, liasing with HDP team",pos
5918,file not available,pos
5919,On re-run job completed successfully.,pos
5920,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
5921,Job got failed due to TODS and scheduler connectivity issue.,neg
5922,Data issue. Fixed the data at backend & executed the job successfully.,pos
5923,The Job abended as the source db was not available. The job was restarted and it completed successfully.,pos
5924,"TODS server issue, job will be rerun after the restart of the server.",pos
5925,"source file unavailaibilty, liaising with source team",pos
5926,Failed due to  lock issue and on rerunning job got completed successfully.,neg
5927,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5928,duplicate issue. Job completed on re-run,pos
5929,On re-run job completed successfully.,pos
5930,"
This has completed successfully,wrongly raised due to brj issue.",pos
5931,"brj issue , on rerun the job completed successfully",pos
5932,Source issue and job re-run once the issue was resolved.,pos
5933,Failed due to lock issue and on re-run job was successful.,pos
5934,"duplicate issue , cleared the duplicates , the job completed successfully",pos
5935,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
5936,Batch re-ran at back end.,pos
5937,Job executed successfully at back end.,pos
5938,The job failed as the source extraction failed. The job was cancelled for the day.,neg
5939,Failed due to brj connectivity issue and on re-running job got completed sucessfully.,neg
5940,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
5941,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully",neg
5942,The job abended due to invalid timestamp issue. The issue was fixed and the job was restarted and completed successfully.,pos
5943,"source file unavailaibilty, liaising with source team",pos
5944,Job executed successfully at back end.,pos
5945,JOb got failed due to dataa duplicate issue. Then issue has been resolved and batch was re-started.,neg
5946,Source issue and job re-run once the issue was resolved.,pos
5947,job has been rerun,pos
5948,The job abended due to duplicate data issue. The job was restarted and completed successfully.,pos
5949,The job failed due to null values in not null field.We have re-executed the job after deleting the invalid records and completed successfully.,pos
5950,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5951,"extraction issue, job has been rerun after the issue was solved",pos
5952,self lock,pos
5953,Failed due to brj connectivity issue and on re-running job got completed sucessfully.,neg
5954,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5955,Self-lock occurred. Job completed by running the query manually.,pos
5956,Triggered wrongly from console.,pos
5957,Job was successful on re run.,pos
5958,"On deletion of duplicates, the job was re-executed and completed successfully.",pos
5959,The jobs failed due to source database issue. We re-executed the job after 1 hr and completed successfully.,neg
5960,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
5961,Previous jobs were over-running and hence deadline breached.,pos
5962,The job abended due to connection time out error. We have restarted the job once the load in TD box has been reduced.,neg
5963,Self-lock occurred. Job was killed and completed by running the query manually.,neg
5964,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
5965,Job executed successfully at back end.,pos
5966,Self-lock occured. Job was killed and completed by running the query manually.,neg
5967,"tbload issue, job has been rerun",pos
5968,liasing with dev team,pos
5969,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
5970,Source issue and job re-run once the issue was resolved.,pos
5971,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
5972,"Failed due to tbload issue, released the lock and on re-running job got completed successfully.",neg
5973,job has been rerun after data fix,pos
5974,On re-run job completed successfully.,pos
5975,"name pipe error, job has been rerun",neg
5976,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.,pos
5977,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
5978,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
5979,job has been rerun after data fix,pos
5980,self lock,pos
5981,Self-lock occured. Job was killed and completed by running the query manually.,neg
5982,"Self lock occurred , completed the job by running the script.",pos
5983,Named-pipe error. tbload was released and job re-run successfully.,pos
5984,job will be reprocessed in next day's load,pos
5985,"login time out,job has been rerun",pos
5986,job has been reprocessed,pos
5987,Failed due to lock issue and the lock is resolved and the job got completed successfully on re-run.,pos
5988,"Login Time Out issue, successful on rerun ",pos
5989,"source file issue, liasing with source team",pos
5990,Job was cancelled.,neg
5991,Source issue and job re-run once the issue was resolved.,pos
5992,Self-lock occured. Job was killed and completed by running the query manually.,neg
5993,will be run along with today's batch,pos
5994,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.,neg
5995,Job executed successfully at back end.,pos
5996,"issue with brj scheduler, job has been run manually.",pos
5997,Source file not available. Job re-run and completed once the file was available.,pos
5998,Job executed successfully at back end.,pos
5999,"issue with the scheduler, job has been reprocessed manually.",pos
6000,"Named-pipe error. tbload was released and job re-run successfully.
",pos
6001,"scheduler issue, job has been rerun",pos
6002,"mloa dissue, successful on reurn",pos
6003,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
6004,Job got failed due to duplicate issue. Then issue was fixed and job was re-started,neg
6005,job has been reprocessed after data fix,pos
6006,"self lock occurred , completed the batch by running the script.",pos
6007,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6008,The Job abended as the source db was not available. The job was restarted and it completed successfully.,pos
6009,"self lock occurred  , completed the job by running the script",pos
6010,The job abended due to data base connection time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
6011,TODS server restarted.,pos
6012,Job got executed successfully on Re-run.,pos
6013,Incorrect deadlines,pos
6014,job has been reprocessed after data fix,pos
6015,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.,neg
6016,Wrongly triggered,pos
6017,The job abended due to data duplicate issue. The issue was fixed and the job was restarted and completed successfully.,pos
6018,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6019,files are moved manually,pos
6020,"Failed due to lock issue and on re-running, job got completed successfully.",neg
6021,Job was not triggering from brj. Manually executed the job from back end.,pos
6022,Job executed successfully at back end.,pos
6023,"self lock occurred , completed the job by running the script.",pos
6024,"source file issue, liasing with source team",pos
6025,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
6026,job has been reprocessed,pos
6027,Duplicate issue in file,pos
6028,Source file issue.,pos
6029,Job completed at back end.,pos
6030,Job executed successfully at back end.,pos
6031,"Job was not triggering from brj. 

Re-started the schedule in brj, Job completed successfully.",pos
6032,"scheduler issue, job has been reprocessed",pos
6033,The Job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
6034,Job got failed due to process state failure. Then issue was fixed and job was re-started.,neg
6035,The job failed due to log in time out error.We have re-executed the job and completed successfully.,neg
6036,Job got completed succesfully on the re-run.,pos
6037,The job abended due to the invalid data issue. the issue was fixed and the job was restarted and completed successfully.,pos
6038,"
Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.",pos
6039,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
6040,Job got failed due to spool space issue. Then issue was fixed and job was re-started.,neg
6041,"scheduler issue,job has been manully run and completed",pos
6042,Self-lock occured. Job was killed and completed by running the query manually.,neg
6043,job has been run after data fix,pos
6044,"login time out issue, job has been rerun after some time",pos
6045,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
6046,The job abended due to the source file issue. New files were placed and the job was restarted and completed successfully.,pos
6047,"self lock occurred , completed the batch by running the script",pos
6048,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
6049,Job completed successfully at back end.,pos
6050,Named-pipe error. tbload was released and job re-run successfully.,pos
6051,Self-lock occured. Job was killed and completed by running the query manually.,neg
6052,Jo was completed successfully on re-run.,pos
6053,rerun was successful,pos
6054,files are moved manually,pos
6055,Extraction issue.Job re-run.,pos
6056,"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team. ",neg
6057,Wrongly triggered from Console.,pos
6058,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
6059,Source issue and job re-run once the issue was resolved.,pos
6060,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6061,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6062,JOb got failed due to count validation. Then issue was fixed and job was started again.,neg
6063,Self-lock occured. Job was killed and completed by running the query manually.,neg
6064,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
6065,Job got failed due to process state failure issue. Then issue was fixed and job was re-executed ,neg
6066,Job completed successfully on re-run.,pos
6067,Job got failed due to dba  dead locking issue.Executed the job again.,neg
6068,job failed due to tbload error.We have dropped the tbload tables and rexecuted the job and completed successfully.,neg
6069,"On re-run job completed successfully.
",pos
6070,Source file not available. Job re-run and completed once the file was available.,pos
6071,Failed due to lock issue and on re-running job got completed successfully.,neg
6072,Job executed successfully at back end.,pos
6073,Named-pipe error. tbload was released and job re-run successfully.,pos
6074,The job failed as the stream instance was active. Liaising with dev team to resolve this issue.,pos
6075,The job failed due to tbload.It completed successfully after releasing the tbload.,neg
6076,"duplicate issue in file  , on rerun the job completed successfully , after we received the updated file",pos
6077,Failed due to duplicates in the source file and source team corrected the file and on re-running job got completed successfully.,neg
6078,Triggered wrongly from brj.,pos
6079,Failed due to lock issue and on re-running job got completed successfully.,neg
6080,"Job was not triggering from brj.

Job executed successfully at back end.",pos
6081,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
6082,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6083,Job executed successfully at back end.,pos
6084,job has been reprcessed,pos
6085,Data issue sorted out completely and job was re-executed.,pos
6086,The Job failed due to the spool Space issue. The issue was fixed and the job was restarted and completed successfully.,neg
6087,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
",neg
6088,On re-run job completed successfully.,pos
6089,Self-lock occured. Job was killed and completed by running the query manually.,neg
6090,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
6091,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
6092,source file not available,pos
6093,Self-lock occured. Job was killed and completed by running the query manually.,neg
6094,Job got failed due to connectivity issue. Then issue was fixed and job was re-started.,neg
6095,"Source file not available. Job re-run and completed once the file was available.
",pos
6096,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
6097,Self-lock occured. Job was killed and completed by running the query manually.,neg
6098,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
6099,Self-lock occurred. Job completed by running the query manually.,pos
6100,The job abended as the source files are not available. We have manually moved and the restarted the job and it completed successfully.,pos
6101,The job abended due to the NULL value issue. The issue was fixed and the job was restarted and completed successfully.,pos
6102,Job got failed due to brj issue. Then issue was fixed and job was re-started.,neg
6103,Named-pipe error. tbload was released and job re-run successfully.,pos
6104,The job abended due to tbload issue. The issue was fixed and the job was restarted and completed successfully.,pos
6105,"Due to issues with sleep jobs, the schedule is now currently executed mannualy in backend.",pos
6106,"scheduler issue, job has been rerun and completed successfully.",pos
6107,"The job abended due to the database connection time out error, the job was restarted after some time and it completed successfully.",pos
6108,On re-run job completed successfully.,pos
6109,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
6110,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
6111,Failed due to lock issue and on re-running job got completed successfully.,neg
6112,The job abended as the stream instance was still active. The stream 21 was closed and the job was restarted and completed successfully.,pos
6113,Dead-lock issue.On re-run job completed successfully.,pos
6114,"extraction issue, liasing with TD/BOD Steam",pos
6115,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6116,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
6117,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
6118,The job abended as the source file is not available. Hence confirmed the job as success.,pos
6119,On re-run job completed successfully.,pos
6120,Job got failed due to file unavailability.,neg
6121,"scheduler issue, job has been reprocessed",pos
6122,Self-lock occured. Job was killed and completed by running the query manually.,neg
6123,rerun after data fix.,pos
6124,"tbload issue, job completed on rerun",pos
6125,The job abended as the stream instance was active. We have manually updated the process state and restarted the job and it completed successfully.,pos
6126,"liasing with dev team , in warranty support",pos
6127,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6128,On re-run job completed successfully.,pos
6129,Source file issue and the job had to be put on HOLD.,pos
6130,Failed due to lock issue and on re-running job got completed successfully.,neg
6131,Failed due to duplicates in source file and duplicates was removed and job got completed successfully on re-run.,neg
6132,"tbload issue, job has been reun",pos
6133,job has been re run after data fix,pos
6134,Self-lock occured. Job was killed and completed by running the query manually.,neg
6135,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6136,On re-run job completed successfully.,pos
6137,Source file issue,pos
6138,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6139,"spool space issue, job has been reprocessed",pos
6140,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
6141,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
6142,On re-run job completed successfully.,pos
6143,"brj issue , on rerun the job completed successfully",pos
6144,Self-lock occurred. Job was killed and completed by running the query manually.,neg
6145,Self-lock occured. Job was killed and completed by running the query manually.,neg
6146,Job got failed due to TODS and scheduler connectivity issue.,neg
6147,Job failed at collect stats. Manually executed the stats in tdata.,neg
6148,Named-pipe error. tbload was released and job re-run successfully.,pos
6149,Source issue and job re-run once the issue was resolved.,pos
6150,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
6151,On re-run job completed successfully.,pos
6152,rerun was successfull after datafix,pos
6153,Job completed successfully on re-run.,pos
6154,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
6155,job has been run after data fix,pos
6156,Named-pipe error. tbload was released and job re-run successfully.,pos
6157,Job executed successfully at back end.,pos
6158,"source file issue,liasing with source team.",pos
6159,Job got executed successfully on Re-run.,pos
6160,Received source file contains duplicates.So the staging job got failed .We have intimated the source team on this duplicate issue and got the corrected file.We have executed the job successfully with the corrected file.,neg
6161,"Connectivity issue with BW , on rerun the job completed successfully.",pos
6162,Yesterday's batch was cancelled for the day,neg
6163,brj connection issue.On re-run job completed successfully.,pos
6164,On re-run completed successfully.,pos
6165,Duplicate issue. Job compelted on re-run,pos
6166,"Failed due to source file unavailability,",neg
6167,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
6168,This batch got decommissioned.,pos
6169,files not available,pos
6170,"tbload issue, job has been rerun ",pos
6171,Job was not triggering from brj.  On re-run job completed successfully.,pos
6172,The job abended due to the brj environment issue. The issue is fixed and the job was restarted and completed successfully.,pos
6173,Job got executed successfully on Re-run.,pos
6174,"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team. ",neg
6175,Self-lock occured. Job was killed and completed by running the query manually.,neg
6176,rerun was successful,pos
6177,Job was cancelled.,neg
6178,"self lock occurred , complete the job by running the script .",pos
6179,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6180,success on rerun,pos
6181,informed users to free up some space,pos
6182,"FTP issue ,Manually transfer the files successfully.",pos
6183,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6184,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6185,manually transferred file,pos
6186,Source file delay.Success on rerun.,pos
6187,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6188,"Due to source files unavailability job got failed, once files received manually run the job successfully.",neg
6189,Queue file was stuck,neg
6190,No action required,neg
6191,delay in receiving source file.Hence failed.Success on rerun,neg
6192,schedule has been released,pos
6193,success on rerun,pos
6194,Queue file was stuck,neg
6195,No action required,neg
6196,success on rerun,pos
6197,Delay in source file.,neg
6198,resolved,pos
6199,success on rerun,pos
6200,success on re-run,pos
6201,"FTP issue ,Manually transfer the files successfully.",pos
6202,Queue file was stuck,neg
6203,"Due to source file (RR11)issue the job got failed ,once files received manually re run the job successfully.",neg
6204,Informed user,pos
6205,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6206,Success on rerun,pos
6207,"We are receiving this incident for the first time. We have asked for more details with EMS team in order to resolve this issue. Until then ,we are closing this incident",pos
6208,Successful in manual run.,pos
6209,success on rerun,pos
6210,"0 kb file copied,hence job failed. Copied file manually and marked as success.",pos
6211,success on rerun,pos
6212,Successful in manual run.,pos
6213,failed due to SAA warnings. Marked as success,neg
6214,We are in process of increasing the file count to avoid this alerts.,neg
6215,Success on rerun,pos
6216,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6217,solved,pos
6218,Queue files issue .,pos
6219,alerts are given to users to free up space,pos
6220,success on rerun,pos
6221,Success on rerun,pos
6222,delay in source file arrival,neg
6223,"Due to source file unavailability job got failed, once files received re run the job successfully.",neg
6224,"Due to queue  file issue the job got failed, manually cleared the queue and re run the job succssfully.",neg
6225,Success on rerun,pos
6226,Source file delay,neg
6227,Queue files issue .,pos
6228,We are in process of increasing the file count to avoid this alerts.,neg
6229,Success on rerun,pos
6230,success on rerun,pos
6231,Successful in manual run.,pos
6232,success on rerun,pos
6233,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6234,Queue file was stuck,neg
6235,"Due to Queue file issue the job got failed , manaully clear the queue and re run the job Successfully.",pos
6236,We are in process of increasing the file count to avoid this alerts.,neg
6237,success on rerun,pos
6238,informed user to kill one of the high cpu usage EG session,neg
6239,"FTP issue ,Manually transfer the files successfully.",pos
6240,Success on rerun,pos
6241,We have requested the EMS team to change the file count for triggering this event avoid the warning incidents. Hence we are closing this incident .,neg
6242,Delay in receiving input file.Hence job failed,neg
6243,delay in receiving source file.Hence failed.Success on rerun,neg
6244,resolved,pos
6245,"We are receiving this incident for the first time. We have asked for more details with EMS team in order to resolve this issue. Until then ,we are closing this incident",pos
6246,solved,pos
6247,"Due to Queue file issue the job has been stuck, manually cleared the queue and re run the job Successfully.",pos
6248,No action required,neg
6249,Queue files issue .,pos
6250,success on rerun,pos
6251,We are in process of increasing the file count to avoid this alerts.,neg
6252,success on rerun,pos
6253,success on rerun,pos
6254,Queue file was stuck,neg
6255,"Due to Queue file issue the job got failed , manaully clear the queue and re run the job Successfully.",pos
6256,no action required,neg
6257,Success on rerun,pos
6258,success on rerun,pos
6259,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6260,success on reerun,pos
6261,Success on rerun,pos
6262,success on rerun,pos
6263,Successful in manual run.,pos
6264,We are in process of increasing the file count to avoid this alerts.,neg
6265,no action required,neg
6266,solved,pos
6267,success on rerun,pos
6268,solved,pos
6269,success on rerun,pos
6270,solved,pos
6271,success on rerun,pos
6272,solved,pos
6273,Success on rerun,pos
6274,success on rerun,pos
6275,failed due to SAA warnings. Marked as success,neg
6276,success on rerun,pos
6277,Queue file was stuck,neg
6278,success on rerun,pos
6279,Successful in manual run.,pos
6280,failed due to SAA warnings. Marked as success,neg
6281,Success on re-run,pos
6282,Resolved,pos
6283,Queue file was stuck,neg
